Subject,Number,Name,Section Title,Fall,Spring,Summer
BSE,770,Service Learning Elective,,True,False,True
BTW,199,Undergraduate Open Seminar,ATLAS Internship Success,True,True,False
BTW,250,Principles Bus Comm,,True,True,True
BTW,261,Principles Tech Comm,,True,True,False
BTW,263,Writing in the Disciplines,Effective Grant Writing,False,True,False
BTW,263,Writing in the Disciplines,Game Writing & Design,True,True,False
BTW,263,Writing in the Disciplines,Writing a Web Presence,True,True,False
BTW,271,Persuasive Writing,,True,True,False
BTW,279,Writing Job Applications,,True,True,False
BTW,280,Global Business Communication,,True,True,False
BTW,285,Writing a Web Presence,,True,True,False
BTW,290,Individual Study,,True,True,True
BTW,402,Descriptive English Grammar,,True,True,False
BUS,101,Professional Responsibility and Business,,True,False,False
BUS,115,First Year Gies Honors Seminar,First Year Gies Honors Seminar,True,False,False
BUS,115,First Year Gies Scholar Seminar,,True,False,False
BUS,116,Intercultural Learning in Business,,False,True,False
BUS,199,Undergraduate Open Seminar,Business in London,False,True,False
BUS,199,Undergraduate Open Seminar,Civil Discourse,False,True,False
BUS,199,Undergraduate Open Seminar,Coaching for Success,True,True,False
BUS,199,Undergraduate Open Seminar,CrossCult Competence Spain,False,True,False
BUS,199,Undergraduate Open Seminar,Doing Business Abroad,False,True,False
BUS,199,Undergraduate Open Seminar,Doing Business in Athens,True,False,False
BUS,199,Undergraduate Open Seminar,EBL & EA Trip,True,False,False
BUS,199,Undergraduate Open Seminar,Gies Schlar Glbl Immer Austria,False,True,False
BUS,199,Undergraduate Open Seminar,Gies Schlar Glbl Immer Brazil,False,True,False
BUS,199,Undergraduate Open Seminar,Managing for Tomorrow,False,True,False
BUS,199,Undergraduate Open Seminar,Panama Supply Chain,False,True,False
BUS,199,Undergraduate Open Seminar,Social Entrpshp Abroad,True,False,False
BUS,199,Undergraduate Open Seminar,T&M Business in Panama,False,True,False
BUS,199,Undergraduate Open Seminar,T&M Germany,False,True,False
BUS,199,Undergraduate Open Seminar,T&M Global Bus Practices&Trip,False,True,False
BUS,199,Undergraduate Open Seminar,T&M Global Immersion Trip Braz,False,True,False
BUS,199,Undergraduate Open Seminar,T&M Internatl Bus Practices,True,False,False
BUS,199,Undergraduate Open Seminar,Tech Entrpshp Abroad,True,False,False
BUS,199,Undergraduate Open Seminar,Tech Entrpshp Cape Town,True,False,False
BUS,199,Undergraduate Open Seminar,Understnd Food Insecurity  HCD,False,True,False
BUS,201,Business Dynamics,,True,True,False
BUS,215,Sophomore Gies Scholar Seminar,,True,False,False
BUS,299,BUS Internship,,True,True,True
BUS,301,Business in Action,,True,True,False
BUS,302,Principles of Professional Responsibility,,False,True,False
BUS,315,Junior Gies Scholar Seminar,,True,False,False
BUS,399,Business Study Abroad,,True,True,True
BUS,401,Crafting Your Purpose in Business,,True,False,False
BUS,401,Global Business Perspectives,,True,True,False
BUS,415,Senior Gies Scholar Seminar,,True,False,False
CAS,587,Advanced Study: Special Topics,Approaches to Climate Change,False,True,False
CB,290,Independent Research,,True,True,True
CB,449,Basic Toxicology,,True,False,False
CB,514,Neurotoxicology,,False,True,False
CB,516,Reprod &amp; Dev Toxicology,,False,True,False
CB,552,Ethics in Toxicology,,True,False,False
CB,554,Systems Toxicology,,False,True,False
CB,590,Seminar,,True,True,True
CB,591,Biosciences Seminar Series,,False,True,False
CB,592,Special Problems,,True,True,True
CB,596,Interdisciplinary Tox Sem,,True,True,False
CB,599,Thesis Research,,True,True,True
CB,692,Special Problems,,True,True,True
CDB,590,Individual Topics,,True,True,True
CDB,595,Graduate Sem Cell Devel Biol,,True,True,False
CDB,599,Thesis Research,,True,True,True
CEE,190,Project Based Introduction to CEE,,True,False,False
CEE,201,Systems Engrg &amp; Economics,,True,True,False
CEE,202,Engineering Risk &amp; Uncertainty,,True,True,False
CEE,300,Behavior of Materials,,True,True,False
CEE,310,Transportation Engineering,,True,True,False
CEE,320,Construction Engineering,,True,True,False
CEE,330,Environmental Engineering,,True,True,False
CEE,331,Fluid Dynamics in the Natural and Built Environment,,True,False,False
CEE,340,Energy and Global Environment,,True,False,False
CEE,350,Water Resources Engineering,,True,True,False
CEE,360,Structural Engineering,,True,True,False
CEE,380,Geotechnical Engineering,,True,True,False
CEE,398,Special Topics,,False,True,False
CEE,401,Concrete Materials,,True,False,False
CEE,405,Asphalt Materials I,,True,False,False
CEE,406,Pavement Design I,,True,False,False
CEE,407,Airport Design,,False,True,False
CEE,408,Railroad Transportation Engrg,,True,False,False
CEE,409,Railroad Track Engineering,,True,False,False
CEE,410,Railway Signaling &amp; Control,,False,True,False
CEE,411,RR Project Design &amp; Constr,,False,True,False
CEE,412,High Speed Rail Engineering,,True,False,False
CEE,415,Geometric Design of Roads,,False,True,False
CEE,416,Traffic Capacity Analysis,,True,False,False
CEE,417,Urban Transportation Planning,,True,True,False
CEE,418,Public Transportation Systems,,False,True,False
CEE,419,Transportation Economics,,False,True,False
CEE,420,Construction Productivity,,False,True,False
CEE,421,Construction Planning,,True,True,False
CEE,422,Construction Cost Analysis,,True,False,False
CEE,433,Water Technology and Policy,,True,True,False
CEE,434,Environmental Systems I,,True,False,False
CEE,435,Public Health Engineering,,True,False,False
CEE,437,Water Quality Engineering,,True,True,False
CEE,438,Science &amp; Environmental Policy,,False,True,False
CEE,440,Fate Cleanup Environ Pollutant,,False,True,False
CEE,441,"Air Pollution Sources, Transport and Control",,True,False,False
CEE,442,"Environmental Engineering Principles, Physical",,True,False,False
CEE,443,"Env Eng Principles, Chemical",,True,False,False
CEE,444,"Env Eng Principles, Biological",,True,False,False
CEE,447,Atmospheric Chemistry,,False,True,False
CEE,449,Environmental Engineering Lab,,False,True,False
CEE,450,Surface Hydrology,,True,False,False
CEE,451,Environmental Fluid Mechanics,,True,False,False
CEE,452,Hydraulic Analysis and Design,,False,True,False
CEE,453,Urban Hydrology and Hydraulics,,False,True,False
CEE,457,Groundwater,,True,False,False
CEE,458,Water Resources Field Methods,,True,False,False
CEE,459,Ecohydraulics,,False,True,False
CEE,460,Steel Structures I,,True,True,False
CEE,461,Reinforced Concrete I,,True,True,False
CEE,462,Steel Structures II,,False,True,False
CEE,463,Reinforced Concrete II,,True,False,False
CEE,465,Design of Structural Systems,,True,True,False
CEE,468,Prestressed Concrete,,False,True,False
CEE,469,Wood Structures,,False,False,True
CEE,470,Structural Analysis,,True,True,False
CEE,471,Structural Mechanics,,True,False,False
CEE,472,Structural Dynamics I,,True,False,False
CEE,473,Wind Effects on Structures,,True,False,False
CEE,474,Mechanics of Additive Manufacturing,,False,True,False
CEE,483,Soil Mechanics and Behavior,,True,True,False
CEE,484,Applied Soil Mechanics,,False,True,False
CEE,490,Computer Methods,,False,True,False
CEE,491,Decision and Risk Analysis,,True,True,False
CEE,492,Data Science for Civil and Environmental Engineering,,True,False,False
CEE,493,Sustainable Design Eng Tech,,True,False,False
CEE,495,Professional Practice,,True,True,False
CEE,497,Independent Study,,True,True,True
CEE,498,Special Topics,CE Measurement and Experiments,False,True,False
CEE,498,Special Topics,Case Histories in Infra Engr,False,False,True
CEE,498,Special Topics,Constr Equipment & Methods,True,False,False
CEE,498,Special Topics,Constr Equipment and Methods,True,False,False
CEE,498,Special Topics,Construction Safety,True,True,False
CEE,498,Special Topics,Geoenergy Systems,True,False,False
CEE,498,Special Topics,Learning Methods in CE,True,False,False
CEE,498,Special Topics,Machine Learning in CEE,False,True,False
CEE,498,Special Topics,Modeling Plants Gene Ecosystem,False,True,False
CEE,498,Special Topics,Offshore Structures and Found,False,True,False
CEE,498,Special Topics,Rail Vehicle Technology,True,False,False
CEE,498,Special Topics,Theory & Creation of Structure,True,False,False
CEE,498,Special Topics,Transportation Economics,False,True,False
CEE,502,Advanced Cement Chemistry,,False,True,False
CEE,503,Constr Matls Deterioration,,True,False,False
CEE,504,Infrastructure NDE Methods,,True,False,False
CEE,505,Transportation Soil Stabilization,,False,True,False
CEE,506,Pavement Design II,,False,True,False
CEE,508,Pavement Evaluation and Rehab,,True,False,False
CEE,509,Transportation Soils,,False,True,False
CEE,512,Logistics Systems Analysis,,True,False,False
CEE,515,Traffic Flow Theory,,False,True,False
CEE,517,Traffic Signal Systems,,False,True,False
CEE,522,Visual Data Analytics,,False,True,False
CEE,526,Construction Optimization,,True,True,False
CEE,528,Construction Data Modeling,,False,True,False
CEE,535,Environmental Systems II,,False,True,False
CEE,537,Water Quality Control Proc I,,False,True,False
CEE,538,Water Quality Control Proc II,,False,True,False
CEE,544,Advanced Surface Science,,False,True,False
CEE,545,Aerosol Sampling and Analysis,,True,False,False
CEE,551,Open Channel Hydraulics,,True,False,False
CEE,552,River Basin Management,,False,True,False
CEE,553,River Morphodynamics,,False,True,False
CEE,554,Hydrologic Variability,,False,True,False
CEE,555,Mixing in Environmental Flows,,False,True,False
CEE,556,Hydrocomplexity,,False,True,False
CEE,557,Groundwater Modeling,,False,True,False
CEE,559,Sediment Transport,,False,True,False
CEE,560,Steel Structures III,,False,True,False
CEE,562,Highway Bridge Design,,False,True,False
CEE,570,Finite Element Methods,,False,True,False
CEE,571,Computational Plates &amp; Shells,,False,True,False
CEE,572,Earthquake Engineering,,False,True,False
CEE,573,Structural Dynamics II,,False,True,False
CEE,574,Probabilistic Loads and Design,,True,False,False
CEE,575,Fracture and Fatigue,,True,True,False
CEE,576,Nonlinear Finite Elements,,True,False,False
CEE,577,Computational Inelasticity,,False,True,False
CEE,578,Structural Design Optimization,,True,False,False
CEE,580,Excavation and Support Systems,,False,True,False
CEE,581,"Dams, Embankments, and Slopes",,True,False,False
CEE,582,Consolidation of Clays,,True,False,False
CEE,583,Shear Strength of Soils,,False,True,False
CEE,585,Deep Foundations,,False,True,False
CEE,586,Rock Mechanics and Behavior,,True,False,False
CEE,587,Applied Rock Mechanics,,True,False,False
CEE,588,Geotechnical Earthquake Engrg,,True,False,False
CEE,589,Computational Geomechanics,,False,True,False
CEE,590,Geotechnical Field Measurement,,True,False,False
CEE,591,Reliability Analysis,,False,True,False
CEE,592,Sustainable Urban Systems,,False,True,False
CEE,593,Tunneling in Soil and Rock,,False,True,False
CEE,595,Seminar,AI in Construction,True,False,False
CEE,595,Seminar,Adv Environmental Engr Seminar,True,True,False
CEE,595,Seminar,Advanced Rail Tech Seminar,True,False,False
CEE,595,Seminar,EWES Seminar,False,True,False
CEE,595,Seminar,Energy Wtr Environment Sustain,True,False,False
CEE,595,Seminar,Environmental Engr Seminar,True,True,False
CEE,595,Seminar,Geotechnical Engr Seminar,True,False,False
CEE,595,Seminar,Geotechnical Engrg Seminar,False,True,False
CEE,595,Seminar,High Efficiency Freight Rail,True,False,False
CEE,595,Seminar,Hydro Engr Seminar,True,False,False
CEE,595,Seminar,Hydro Seminar,False,True,False
CEE,595,Seminar,Materials Seminar,True,True,False
CEE,595,Seminar,SRIS Seminar,False,True,False
CEE,595,Seminar,Societal Risk Management,False,True,False
CEE,595,Seminar,Societal Risk Mngmt Seminar,True,False,False
CEE,595,Seminar,Structural Engr Seminar,True,True,False
CEE,595,Seminar,Sustain & Resiliant Infrst Sys,True,False,False
CEE,595,Seminar,Transportation Seminar,True,True,False
CEE,597,Independent Study,,True,True,True
CEE,598,Special Topics,Advanced Bituminous Matls,False,True,False
CEE,598,Special Topics,Advanced Computational Methods,True,False,False
CEE,598,Special Topics,Construction Robotics,False,True,False
CEE,598,Special Topics,Deep Learning for CEE,False,True,False
CEE,598,Special Topics,Deep Sensing for CEE,False,True,False
CEE,598,Special Topics,Design of Tall Buildings,False,True,False
CEE,598,Special Topics,Electric Traction,False,True,False
CEE,598,Special Topics,Environ Molec and Synth Bio,True,False,False
CEE,598,Special Topics,Globalization of Water,True,False,False
CEE,598,Special Topics,Infrastructure Asset Mngmnt,False,True,False
CEE,598,Special Topics,Integrated Urban Water Infra,False,True,False
CEE,598,Special Topics,Integrated Urban Water Infras,False,True,False
CEE,598,Special Topics,Learning Methods in CE,True,False,False
CEE,598,Special Topics,Physics Informed Machine Learn,False,True,False
CEE,598,Special Topics,Rail Vehicle Dynamics,False,True,False
CEE,598,Special Topics,Scientific Computing with LLMs,True,False,False
CEE,598,Special Topics,Seismic Steel Design,True,False,False
CEE,598,Special Topics,Trans Soil Stabilization,False,True,False
CEE,598,Special Topics,Trans Soil Stablization,False,True,False
CEE,598,Special Topics,Transportation Safety Analysis,True,False,False
CEE,598,Special Topics,Trasportation Safety Analysis,True,False,False
CEE,598,Special Topics,Urban Transportation Models,True,False,False
CEE,599,Thesis Research,,True,True,True
CHBE,101,Hidden World of Engineering,,True,False,False
CHBE,121,CHBE Profession,,False,True,False
CHBE,199,Undergraduate Open Seminar,,True,True,True
CHBE,202,Cooperative Education Practice,,True,True,True
CHBE,210,CHBE Internship,,True,True,True
CHBE,221,Principles of CHE,,True,True,False
CHBE,297,Individual Study Sophomores,,True,True,True
CHBE,321,Thermodynamics,,True,True,False
CHBE,397,Individual Study for Juniors,,True,True,True
CHBE,411,Probability and Statistics for ChBE,,True,True,False
CHBE,412,Computational Tools in Chemical Engineering,,True,True,False
CHBE,413,Data Science for Chemistry and Engineering,,True,False,False
CHBE,421,Momentum and Heat Transfer,,True,True,False
CHBE,422,Mass Transfer Operations,,True,True,False
CHBE,424,Chemical Reaction Engineering,,True,True,False
CHBE,430,Unit Operations Laboratory,,True,True,False
CHBE,431,Process Design,,True,True,False
CHBE,440,Process Control and Dynamics,,True,True,False
CHBE,453,Electrochemical Engineering,,True,False,False
CHBE,455,Polymers Synthesis and Industrial Applications,,True,False,False
CHBE,458,Synthetic Nanomaterials,,False,True,False
CHBE,459,Polymer Rheology,,False,True,False
CHBE,471,Biochemical Engineering,,False,True,False
CHBE,472,Techniques in Biomolecular Eng,,True,False,False
CHBE,473,Biomolecular Engineering,,False,True,False
CHBE,475,Tissue Engineering,,True,True,False
CHBE,476,Biotransport,,True,True,False
CHBE,481,Chemical Process Safety,,False,True,False
CHBE,494,Special Topics,Assembly of Functional Materia,True,False,False
CHBE,494,Special Topics,Chemical Data Science & Engrg,True,False,False
CHBE,494,Special Topics,Comp Methods in Chemical Engr,False,True,False
CHBE,494,Special Topics,Polymer Rheology,True,True,False
CHBE,494,Special Topics,Predictive Models & Simulation,False,True,False
CHBE,494,Special Topics,Process Safety,False,True,False
CHBE,494,Special Topics,Statistics in Chemical Engrg,True,True,False
CHBE,496,Undergraduate Research Abroad,,False,False,True
CHBE,497,Individual Study for Seniors,,True,True,True
CHBE,499,Senior Thesis,,True,True,True
CHBE,510,Graduate CHBE Internship,,True,True,True
CHBE,513,Advanced Transport Phenomena,,False,True,False
CHBE,521,Applied Mathematics in CHBE,,True,False,False
CHBE,522,Fluid Dynamics,,False,True,False
CHBE,523,Heat and Mass Transfer,,False,True,False
CHBE,525,Statistical Thermodynamics for Chemical Engineers,,True,False,False
CHBE,551,Chemical Kinetics &amp; Catalysis,,True,True,False
CHBE,565,CHBE Seminar,,True,True,False
CHBE,571,Bioinformatics,,False,True,False
CHBE,593,Individual Study,,True,True,True
CHBE,594,Special Topics,Advanced Polymer Chemistry,True,False,False
CHBE,594,Special Topics,Assembly of Functional Materia,True,False,False
CHBE,594,Special Topics,Biochemical Engineering,False,True,False
CHBE,594,Special Topics,Biomolecular Engineering,False,True,False
CHBE,594,Special Topics,Biotransport,True,True,False
CHBE,594,Special Topics,Chemical Data Science & Engrg,True,False,False
CHBE,594,Special Topics,Colloids and Surfaces,True,False,False
CHBE,594,Special Topics,Comp Methods in Chemical Engr,False,True,False
CHBE,594,Special Topics,Computational Tools,True,False,False
CHBE,594,Special Topics,Computational Tools in Chemica,False,True,False
CHBE,594,Special Topics,Data Science for Chem & Eng,True,False,False
CHBE,594,Special Topics,Electrochemical Engineering,True,False,False
CHBE,594,Special Topics,Polymer Rheology,True,True,False
CHBE,594,Special Topics,Polymer Synthesis,True,False,False
CHBE,594,Special Topics,Predictive Models & Simulation,False,True,False
CHBE,594,Special Topics,Synthetic Nanomaterials,False,True,False
CHBE,594,Special Topics,Techniques in Biomolecular Eng,True,False,False
CHBE,594,Special Topics,Tissue Engineering,True,True,False
CHBE,597,Special Problems,,True,True,True
CHBE,598,Research Seminar,,True,True,True
CHBE,599,Thesis Research,,True,True,True
CHEM,101,Introductory Chemistry,,True,True,False
CHEM,102,General Chemistry I,,True,True,True
CHEM,103,General Chemistry Lab I,,True,True,True
CHEM,104,General Chemistry II,,True,True,True
CHEM,105,General Chemistry Lab II,,True,True,True
CHEM,108,"Chemistry, Everyday Phenomena",,False,True,True
CHEM,150,First Semester Success in Chemistry,,True,False,False
CHEM,197,Individual Study Freshman,,True,True,True
CHEM,199,Undergraduate Open Seminar,,True,True,True
CHEM,202,Accelerated Chemistry I,,True,False,False
CHEM,203,Accelerated Chemistry Lab I,,True,False,False
CHEM,204,Accelerated Chemistry II,,False,True,False
CHEM,205,Accelerated Chemistry Lab II,,False,True,False
CHEM,222,Quantitative Analysis Lecture,,True,False,False
CHEM,223,Quantitative Analysis Lab,,True,False,False
CHEM,232,Elementary Organic Chemistry I,,True,True,True
CHEM,233,Elementary Organic Chem Lab I,,True,True,True
CHEM,236,Fundamental Organic Chem I,,True,True,False
CHEM,237,Structure and Synthesis,,True,True,False
CHEM,293,Cooperative Education Practice,,True,True,True
CHEM,295,Chemistry Internship,,True,True,True
CHEM,297,Individual Study Sophomore,,True,True,True
CHEM,312,Inorganic Chemistry,,True,True,False
CHEM,315,Instrumental Chem Systems Lab,,True,True,False
CHEM,317,Inorganic Chemistry Lab,,True,True,False
CHEM,332,Elementary Organic Chem II,,True,True,True
CHEM,360,Chemistry of the Environment,,False,True,True
CHEM,397,Individual Study Junior,,True,True,True
CHEM,420,Instrumental Characterization,,True,True,False
CHEM,436,Fundamental Organic Chem II,,False,True,False
CHEM,437,Organic Chemistry Lab,,False,True,False
CHEM,440,Physical Chemistry Principles,,True,True,False
CHEM,442,Physical Chemistry I,,True,True,True
CHEM,444,Physical Chemistry II,,True,True,False
CHEM,445,Physical Principles Lab I,,True,True,False
CHEM,447,Physical Principles Lab II,,True,True,False
CHEM,452,Data Science for Chemistry and Engineering,,True,False,False
CHEM,472,Physical Biochemistry,,False,True,False
CHEM,474,Drug Discovery &amp; Development,,False,True,False
CHEM,480,Polymer Chemistry,,True,False,False
CHEM,482,Polymer Physics,,False,True,False
CHEM,483,Solid State Structural Anlys,,False,True,False
CHEM,488,Surfaces and Colloids,,True,False,False
CHEM,492,Special Topics in Chemistry,,True,False,False
CHEM,492,Special Topics in Chemistry,Chemical Data Science & Eng.,True,False,False
CHEM,492,Special Topics in Chemistry,Chemistry Mentorship Program,False,True,False
CHEM,492,Special Topics in Chemistry,Mentorship in Chemistry,True,False,False
CHEM,492,Special Topics in Chemistry,Natural Products Research,False,True,False
CHEM,494,Lab Safety Fundamentals,,True,True,False
CHEM,495,Teaching Secondary Chemistry,,True,False,False
CHEM,497,Individual Study Senior,,True,True,True
CHEM,499,Senior Thesis,,True,True,True
CHEM,512,Advanced Inorganic Chemistry,,True,False,False
CHEM,515,Inorganic Chemistry Seminar,,True,True,False
CHEM,516,Physical Inorganic Chemistry,,False,True,False
CHEM,517,Advanced Inorganic Chem Lab,,True,True,False
CHEM,518,Topics in Inorganic Chemistry,,True,True,False
CHEM,520,Advanced Analytical Chemistry,,True,False,False
CHEM,524,Electrochemical Methods,,False,True,False
CHEM,525,Analytical Chemistry Seminar,,True,True,False
CHEM,530,Structure and Spectroscopy,,False,True,False
CHEM,532,Physical Organic Chemistry,,True,False,False
CHEM,534,Advanced Organic Synthesis,,True,False,False
CHEM,535,Organic Chemistry Seminar,,True,True,False
CHEM,538,Topics in Organic Chemistry,,True,True,False
CHEM,540,Quantum Mechanics,,True,False,False
CHEM,542,Quantum Mech and Spectroscopy,,False,True,False
CHEM,544,Statistical Thermodynamics,,True,False,False
CHEM,545,Physical Chemistry Seminar,,True,True,False
CHEM,546,Advanced Statistical Mechanics,,False,True,False
CHEM,548,Molecular Electronic Structure,,False,True,False
CHEM,550,Advanced Quantum Dynamics,,False,True,False
CHEM,570,Concepts in Chemical Biology,,True,False,False
CHEM,572,Enzyme Reaction Mechanisms,,False,True,False
CHEM,575,Chemical Biology Seminar,,True,True,False
CHEM,582,Chemical Kinetics &amp; Catalysis,,True,True,False
CHEM,584,Introduction to Materials Chem,,True,False,False
CHEM,585,Materials Chemistry Seminar,,True,True,False
CHEM,588,Physical Methods Mat Chem,,False,True,False
CHEM,590,Special Topics in Chemistry,,True,True,True
CHEM,590,Special Topics in Chemistry,Data Science for Chem & Eng,True,False,False
CHEM,591,Introductory Professional Development for Chemists,,True,False,False
CHEM,592,Preparing Graduate Fellowships,,True,False,False
CHEM,593,Advanced Professional Development for Chemists,,False,True,False
CHEM,595,Graduate Chemistry Internship,,True,True,True
CHEM,599,Thesis Research,,True,True,True
CHIN,201,Elementary Chinese I,,True,True,False
CHIN,202,Elementary Chinese II,,True,True,False
CHIN,203,Intermediate Chinese I,,True,True,False
CHIN,204,Intermediate Chinese II,,True,True,False
CHIN,241,Chinese Reading and Writing,,True,False,False
CHIN,242,Chinese Reading and Writing,,False,True,False
CHIN,305,Advanced Chinese I,,True,False,False
CHIN,306,Advanced Chinese II,,False,True,False
CHIN,407,Intro to Classical Chinese,,True,False,False
CHIN,408,Readings in Literary Chinese,,False,True,False
CHIN,409,Social Science Rdgs Chinese,,True,True,False
CHIN,440,Fourth Year Chinese I,,True,False,False
CHIN,441,Fourth Year Chinese II,,False,True,False
CHIN,490,Readings in Chinese Lit,,True,True,False
CHLH,100,Contemporary Health,,True,True,False
CHLH,101,Introduction to Public Health,,True,True,True
CHLH,125,Orientation KIN &amp; Comm Health,,True,True,False
CHLH,126,Campus Acquaintance Rape Education,,True,True,False
CHLH,127,Peer Education Facilitation and Harm Reduction Skills,,False,True,False
CHLH,199,Undergraduate Open Seminar,,True,True,False
CHLH,199,Undergraduate Open Seminar,AHS Career Readiness,False,True,False
CHLH,199,Undergraduate Open Seminar,Designing AHS Career Readiness,True,True,False
CHLH,199,Undergraduate Open Seminar,Disability in Popular Culture,False,True,False
CHLH,200,Mental Health,,False,True,False
CHLH,200,Mental Health Issues,,True,True,False
CHLH,201,Public Health Research Methods,,True,True,False
CHLH,203,Introduction to Health Technology,,False,True,False
CHLH,206,Human Sexuality,,True,True,False
CHLH,210,Community Health Organizations,,True,True,False
CHLH,243,Drug Use and Abuse,,True,True,False
CHLH,243,Drug Use and Misuse,,True,True,True
CHLH,244,Health Statistics,,True,True,False
CHLH,250,Health Care Systems,,True,True,False
CHLH,260,Introduction to Medical Ethics,,True,True,True
CHLH,274,Introduction to Epidemiology,,True,True,True
CHLH,304,Foundations of Health Behavior,,True,True,False
CHLH,330,Disability in American Society,,True,True,True
CHLH,365,Civic Engagement in Wellness,,True,False,False
CHLH,380,Orientation to Internship,,True,True,False
CHLH,393,Special Projects,,True,True,True
CHLH,400,Human Robot Interaction in Community Health,,True,False,False
CHLH,402,Cancer Epidemiology,,False,True,False
CHLH,404,Gerontology,,True,True,False
CHLH,409,Women's Health,,True,True,False
CHLH,410,Public Health Practice,,True,True,False
CHLH,411,"Emergency Preparedness, Planning, and Response",,False,True,False
CHLH,413,Chronic Disease Epidemiology,,False,True,False
CHLH,415,International Health,,True,True,False
CHLH,421,Health Data Analysis,,True,True,False
CHLH,439,Health Applications of GIS,,False,True,False
CHLH,441,Health Behavior and Technology,,False,True,False
CHLH,444,"LGBT Indiv, Fam &amp; Community",,False,True,False
CHLH,448,Exercise &amp; Health Psychology,,True,True,False
CHLH,455,Health Services Financing,,True,True,False
CHLH,456,Organization of Health Care,,True,False,False
CHLH,457,Health Planning,,True,True,False
CHLH,458,Health Administration,,True,True,False
CHLH,465,Social Marketing,,True,True,False
CHLH,469,Environmental Health,,True,True,False
CHLH,470,"Technology, Health, and Aging",,True,False,False
CHLH,473,"Immigration, Health &amp; Society",,True,True,False
CHLH,485,Community Health Internship,,True,True,True
CHLH,494,Special Topics,,False,True,False
CHLH,494,Special Topics,Assistive Technologies,False,True,False
CHLH,494,Special Topics,Health Assessment,True,False,False
CHLH,494,Special Topics,Military Veterans,False,True,False
CHLH,494,Special Topics,Military Veterans: Health Issu,False,True,False
CHLH,494,Special Topics,Physical Activity Epidemiology,False,True,False
CHLH,494,Special Topics,Special Topics: Health Issues,False,True,False
CHLH,494,Special Topics,Study Abroad in RIO,False,True,False
CHLH,494,Special Topics,Study Abroad in Rome,False,True,False
CHLH,494,Special Topics,"Trauma, Diversity & Resilience",True,False,False
CHLH,517,Principle/Method Epidemiology,,True,False,False
CHLH,540,Health Behavior: Theory,,True,False,False
CHLH,541,Health Disparities Over the Life Course,,False,True,False
CHLH,550,Health Policy: United States,,False,True,False
CHLH,551,Health Administration Professionalism,,True,True,False
CHLH,552,Health Economics,,True,False,False
CHLH,553,Health Finance,,False,True,False
CHLH,554,Advanced Health Finance,,False,True,False
CHLH,555,Healthcare Quality,,False,True,False
CHLH,556,Strategic Planning in Healthcare,,True,False,False
CHLH,557,Operations Management in Healthcare,,True,False,False
CHLH,565,Teaching in the Professoriate,,True,False,False
CHLH,568,Computer Packages in Health Research,,True,False,False
CHLH,569,Systematic Review and Meta analysis,,False,True,False
CHLH,572,Principles of Epidemiology,,True,False,False
CHLH,573,Biostatistics in Public Health,,True,True,False
CHLH,575,Chronic Disease Prevention,,True,False,False
CHLH,576,Analytical Epidemiology,,True,False,False
CHLH,577,Health Program Evaluation,,False,True,False
CHLH,578,Applied Epidemiology,,True,True,False
CHLH,579,Cultural Competence in Public Health,,True,False,False
CHLH,581,Professionalism in Public Health,,True,True,False
CHLH,582,Advanced Biostatistics,,False,True,False
CHLH,585,Community Health Internship,,True,False,False
CHLH,587,MPH Applied Practice Experience,,True,False,False
CHLH,587,MPH Applied Practice Experience,MPH Applied Practice Exp,False,False,True
CHLH,587,MPH Applied Practice Experience,MPH Applied Practice Experienc,False,True,False
CHLH,587,MPH Applied Practice Experience,MPH Applied Pratice Exp,False,False,True
CHLH,589,MPH Integrative Learning Experience,,True,False,False
CHLH,589,MPH Integrative Learning Experience,MPH Integrative Learning Exp,False,True,True
CHLH,591,Seminar,,True,True,False
CHLH,593,Special Projects,,True,True,True
CHLH,599,Thesis Research,,True,True,True
CHP,199,Special Topics,Honors Uncommon Reads,True,False,False
CHP,199,Special Topics,Immigration: A Global Phenomen,False,True,False
CHP,199,Special Topics,Special Topics: Uncommon Reads,False,True,False
CHP,199,Special Topics,Uncommon Reads,False,True,False
CHP,395,Interdisciplinary Seminar,College Exper Autoethnography,True,False,False
CHP,395,Interdisciplinary Seminar,Darwin and the Darwinian Revol,False,True,False
CHP,395,Interdisciplinary Seminar,Gender Communication,False,True,False
CHP,395,Interdisciplinary Seminar,Health & Wellness in the Latin,True,False,False
CHP,395,Interdisciplinary Seminar,History Presidential Elections,True,False,False
CHP,395,Interdisciplinary Seminar,History of Pandemics,True,False,False
CHP,395,Interdisciplinary Seminar,Journalists in Popular Culture,False,True,False
CHP,395,Interdisciplinary Seminar,Persons and Things,True,False,False
CHP,395,Interdisciplinary Seminar,Race and Nation in LatinX Amer,True,False,False
CHP,395,Interdisciplinary Seminar,Shipwrecks,False,True,False
CHP,395,Interdisciplinary Seminar,"Sustainability Challenges, Law",False,True,False
CHP,395,Interdisciplinary Seminar,Thinking and Reasoning,True,False,False
CHP,395,Interdisciplinary Seminar,Transitional Justice,True,False,False
CHP,396,Interdisciplinary Seminar ACP,Gender Communication,False,True,False
CIC,390,CIC Intercampus Reg,,False,False,True
CIC,390,CIC Intercampus Reg,CIC 390 Concurrent Reg,False,False,True
CIC,500,CIC Traveling Scholar,,True,True,True
CI,199,Undergraduate Open Seminar,,True,False,False
CI,205,Undergraduate Honors Research,,False,True,False
CI,210,Introduction to Digital Learning Environments,,True,True,False
